symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
TSLA,2020-12-02 00:00:00+00:00,568.82,571.54,541.21,556.44,47775653,189.6066666667,190.5133333333,180.4033333333,185.48,143326959,0.0,1.0
TSLA,2020-12-03 00:00:00+00:00,593.38,598.97,582.43,590.02,42552003,197.7933333333,199.6566666667,194.1433333333,196.6733333333,127656009,0.0,1.0
TSLA,2020-12-04 00:00:00+00:00,599.04,599.04,585.5,591.01,29401314,199.68,199.68,195.1666666667,197.0033333333,88203942,0.0,1.0
TSLA,2020-12-07 00:00:00+00:00,641.76,648.7856,603.05,604.9197,56309709,213.92,216.2618666667,201.0166666667,201.6399,168929127,0.0,1.0
TSLA,2020-12-08 00:00:00+00:00,649.88,651.28,618.5,625.505,64265029,216.6266666667,217.0933333333,206.1666666667,208.5016666667,192795087,0.0,1.0
TSLA,2020-12-09 00:00:00+00:00,604.48,654.32,588.0,653.69,71291190,201.4933333333,218.1066666667,196.0,217.8966666667,213873570,0.0,1.0
TSLA,2020-12-10 00:00:00+00:00,627.07,627.75,566.34,574.37,67083153,209.0233333333,209.25,188.78,191.4566666667,201249459,0.0,1.0
TSLA,2020-12-11 00:00:00+00:00,609.99,624.0,596.8,615.01,46474974,203.33,208.0,198.9333333333,205.0033333333,139424922,0.0,1.0
TSLA,2020-12-14 00:00:00+00:00,639.83,642.7499,610.2001,619.0,52040649,213.2766666667,214.2499666667,203.4000333333,206.3333333333,156121947,0.0,1.0
TSLA,2020-12-15 00:00:00+00:00,633.25,646.9,623.8,643.28,45223559,211.0833333333,215.6333333333,207.9333333333,214.4266666667,135670677,0.0,1.0
TSLA,2020-12-16 00:00:00+00:00,622.77,632.5,605.0,628.23,42095813,207.59,210.8333333333,201.6666666667,209.41,126287439,0.0,1.0
TSLA,2020-12-17 00:00:00+00:00,655.9,658.82,619.5,628.19,56270144,218.6333333333,219.6066666667,206.5,209.3966666667,168810432,0.0,1.0
TSLA,2020-12-18 00:00:00+00:00,695.0,695.0,628.54,668.9,222126194,231.6666666667,231.6666666667,209.5133333333,222.9666666667,666378582,0.0,1.0
TSLA,2020-12-21 00:00:00+00:00,649.86,668.5,646.07,666.24,58045264,216.62,222.8333333333,215.3566666667,222.08,174135792,0.0,1.0
TSLA,2020-12-22 00:00:00+00:00,640.34,649.88,614.23,648.0,51861644,213.4466666667,216.6266666667,204.7433333333,216.0,155584932,0.0,1.0
TSLA,2020-12-23 00:00:00+00:00,645.98,651.4999,622.5701,632.2,33172972,215.3266666667,217.1666333333,207.5233666667,210.7333333333,99518916,0.0,1.0
TSLA,2020-12-24 00:00:00+00:00,661.77,666.09,641.0,642.99,22865568,220.59,222.03,213.6666666667,214.33,68596704,0.0,1.0
TSLA,2020-12-28 00:00:00+00:00,663.69,681.4,660.8,674.51,31553561,221.23,227.1333333333,220.2666666667,224.8366666667,94660683,0.0,1.0
TSLA,2020-12-29 00:00:00+00:00,665.99,669.9,655.0,661.0,22910811,221.9966666667,223.3,218.3333333333,220.3333333333,68732433,0.0,1.0
TSLA,2020-12-30 00:00:00+00:00,694.78,696.6,668.3603,672.0,42846021,231.5933333333,232.2,222.7867666667,224.0,128538063,0.0,1.0
TSLA,2020-12-31 00:00:00+00:00,705.67,718.72,691.12,699.99,49649928,235.2233333333,239.5733333333,230.3733333333,233.33,148949784,0.0,1.0
TSLA,2021-01-04 00:00:00+00:00,729.77,744.4899,717.1895,719.46,48638189,243.2566666667,248.1633,239.0631666667,239.82,145914567,0.0,1.0
TSLA,2021-01-05 00:00:00+00:00,735.11,740.84,719.2,723.66,32245165,245.0366666667,246.9466666667,239.7333333333,241.22,96735495,0.0,1.0
TSLA,2021-01-06 00:00:00+00:00,755.98,774.0,749.1,758.49,44699965,251.9933333333,258.0,249.7,252.83,134099895,0.0,1.0
TSLA,2021-01-07 00:00:00+00:00,816.04,816.99,775.2,777.63,51498948,272.0133333333,272.33,258.4,259.21,154496844,0.0,1.0
TSLA,2021-01-08 00:00:00+00:00,880.02,884.49,838.39,856.0,75055528,293.34,294.83,279.4633333333,285.3333333333,225166584,0.0,1.0
TSLA,2021-01-11 00:00:00+00:00,811.19,854.43,803.6222,849.4,59554146,270.3966666667,284.81,267.8740666667,283.1333333333,178662438,0.0,1.0
TSLA,2021-01-12 00:00:00+00:00,849.44,868.0,827.34,831.0,45985569,283.1466666667,289.3333333333,275.78,277.0,137956707,0.0,1.0
TSLA,2021-01-13 00:00:00+00:00,854.41,860.47,832.0,852.76,33312496,284.8033333333,286.8233333333,277.3333333333,284.2533333333,99937488,0.0,1.0
TSLA,2021-01-14 00:00:00+00:00,845.0,863.0,838.75,843.39,31266327,281.6666666667,287.6666666667,279.5833333333,281.13,93798981,0.0,1.0
TSLA,2021-01-15 00:00:00+00:00,826.16,859.9,819.1,852.0,38777596,275.3866666667,286.6333333333,273.0333333333,284.0,116332788,0.0,1.0
TSLA,2021-01-19 00:00:00+00:00,844.55,850.0,833.0,837.8,25366980,281.5166666667,283.3333333333,277.6666666667,279.2666666667,76100940,0.0,1.0
TSLA,2021-01-20 00:00:00+00:00,850.45,859.5,837.28,858.74,25665883,283.4833333333,286.5,279.0933333333,286.2466666667,76997649,0.0,1.0
TSLA,2021-01-21 00:00:00+00:00,844.99,855.7199,841.4201,855.0,20598133,281.6633333333,285.2399666667,280.4733666667,285.0,61794399,0.0,1.0
TSLA,2021-01-22 00:00:00+00:00,846.64,848.0,828.62,834.31,20066497,282.2133333333,282.6666666667,276.2066666667,278.1033333333,60199491,0.0,1.0
TSLA,2021-01-25 00:00:00+00:00,880.8,900.4,838.8201,855.0,41173397,293.6,300.1333333333,279.6067,285.0,123520191,0.0,1.0
TSLA,2021-01-26 00:00:00+00:00,883.09,895.9,871.6,891.38,23131603,294.3633333333,298.6333333333,290.5333333333,297.1266666667,69394809,0.0,1.0
TSLA,2021-01-27 00:00:00+00:00,864.16,891.5,858.66,870.35,27333955,288.0533333333,297.1666666667,286.22,290.1166666667,82001865,0.0,1.0
TSLA,2021-01-28 00:00:00+00:00,835.43,848.0,801.0,820.0,26378048,278.4766666667,282.6666666667,267.0,273.3333333333,79134144,0.0,1.0
TSLA,2021-01-29 00:00:00+00:00,793.53,842.41,780.1,830.0003,34990754,264.51,280.8033333333,260.0333333333,276.6667666667,104972262,0.0,1.0
TSLA,2021-02-01 00:00:00+00:00,839.81,842.0,795.5601,814.29,25391385,279.9366666667,280.6666666667,265.1867,271.43,76174155,0.0,1.0
TSLA,2021-02-02 00:00:00+00:00,872.79,880.5,842.2006,844.68,23998098,290.93,293.5,280.7335333333,281.56,71994294,0.0,1.0
TSLA,2021-02-03 00:00:00+00:00,854.69,878.08,853.0646,877.02,18343510,284.8966666667,292.6933333333,284.3548666667,292.34,55030530,0.0,1.0
TSLA,2021-02-04 00:00:00+00:00,849.99,856.5,833.42,855.0,15812661,283.33,285.5,277.8066666667,285.0,47437983,0.0,1.0
TSLA,2021-02-05 00:00:00+00:00,852.23,864.77,838.97,845.0,18566637,284.0766666667,288.2566666667,279.6566666667,281.6666666667,55699911,0.0,1.0
TSLA,2021-02-08 00:00:00+00:00,863.42,877.77,854.75,869.67,20161719,287.8066666667,292.59,284.9166666667,289.89,60485157,0.0,1.0
TSLA,2021-02-09 00:00:00+00:00,849.46,859.8,841.75,855.12,15027305,283.1533333333,286.6,280.5833333333,285.04,45081915,0.0,1.0
TSLA,2021-02-10 00:00:00+00:00,804.82,844.82,800.02,843.635,35723444,268.2733333333,281.6066666667,266.6733333333,281.2116666667,107170332,0.0,1.0
TSLA,2021-02-11 00:00:00+00:00,811.66,829.8799,801.725,812.44,21622753,270.5533333333,276.6266333333,267.2416666667,270.8133333333,64868259,0.0,1.0
TSLA,2021-02-12 00:00:00+00:00,816.12,817.33,785.3306,801.26,23768313,272.04,272.4433333333,261.7768666667,267.0866666667,71304939,0.0,1.0
TSLA,2021-02-16 00:00:00+00:00,796.22,821.0,792.44,818.0,19802324,265.4066666667,273.6666666667,264.1466666667,272.6666666667,59406972,0.0,1.0
TSLA,2021-02-17 00:00:00+00:00,798.15,799.84,762.01,779.09,25878526,266.05,266.6133333333,254.0033333333,259.6966666667,77635578,0.0,1.0
TSLA,2021-02-18 00:00:00+00:00,787.38,794.69,776.27,780.9,17957058,262.46,264.8966666667,258.7566666667,260.3,53871174,0.0,1.0
TSLA,2021-02-19 00:00:00+00:00,781.3,796.7899,777.37,795.0,18958255,260.4333333333,265.5966333333,259.1233333333,265.0,56874765,0.0,1.0
TSLA,2021-02-22 00:00:00+00:00,714.5,768.5,710.2,762.64,36594555,238.1666666667,256.1666666667,236.7333333333,254.2133333333,109783665,0.0,1.0
TSLA,2021-02-23 00:00:00+00:00,698.84,713.6099,619.0,662.13,66606882,232.9466666667,237.8699666667,206.3333333333,220.71,199820646,0.0,1.0
TSLA,2021-02-24 00:00:00+00:00,742.02,745.0,694.17,711.85,36766950,247.34,248.3333333333,231.39,237.2833333333,110300850,0.0,1.0
TSLA,2021-02-25 00:00:00+00:00,682.22,737.2066,670.58,726.15,38126722,227.4066666667,245.7355333333,223.5266666667,242.05,114380166,0.0,1.0
TSLA,2021-02-26 00:00:00+00:00,675.5,706.7,659.51,700.0,39767316,225.1666666667,235.5666666667,219.8366666667,233.3333333333,119301948,0.0,1.0
TSLA,2021-03-01 00:00:00+00:00,718.43,719.0,685.05,690.11,27136239,239.4766666667,239.6666666667,228.35,230.0366666667,81408717,0.0,1.0
TSLA,2021-03-02 00:00:00+00:00,686.44,721.11,685.0,718.28,23732158,228.8133333333,240.37,228.3333333333,239.4266666667,71196474,0.0,1.0
TSLA,2021-03-03 00:00:00+00:00,653.2,700.7,651.705,687.99,30207960,217.7333333333,233.5666666667,217.235,229.33,90623880,0.0,1.0
TSLA,2021-03-04 00:00:00+00:00,621.44,668.45,600.0,655.8,64799898,207.1466666667,222.8166666667,200.0,218.6,194399694,0.0,1.0
TSLA,2021-03-05 00:00:00+00:00,597.95,627.8419,539.49,626.06,89396459,199.3166666667,209.2806333333,179.83,208.6866666667,268189377,0.0,1.0
TSLA,2021-03-08 00:00:00+00:00,563.0,620.125,558.79,600.55,51786958,187.6666666667,206.7083333333,186.2633333333,200.1833333333,155360874,0.0,1.0
